YEAR,LOC,STATE,COUNTY_CITY,BRAND,NAME,PCODE,YIELD,WATER_REGIME,PAVG,MOIST,TW,DAYS
2018,MTD,KS,MORTON,DYNA-GRO,M73GR55,2576,116,Dryland,112,13,52,0
2018,MTD,KS,MORTON,DYNA-GRO,M74GB17,2577,95,Dryland,92,14,55,0
2018,MTD,KS,MORTON,DYNA-GRO,M71GR04,2581,108,Dryland,105,14,55,0
2018,MTD,KS,MORTON,DEKALB,DKS53-53,2620,109,Dryland,106,14,55,0
2018,MTD,KS,MORTON,ALTA,AG1203,2624,100,Dryland,97,13,52,0
2018,MTD,KS,MORTON,DEKALB,DKS38-16,2685,115,Dryland,111,14,57,0
2018,MTD,KS,MORTON,DEKALB,DKS45-23,2686,115,Dryland,111,14,54,0
2018,GRI,KS,GREELEY,DYNA-GRO,GX18919,2902,99,Irrigated,88,12,56,56
2018,FRD,KS,FRANKLIN,DEKALB,DKS47-07,2863,124,Dryland,107,16,56,64
2018,GRI,KS,GREELEY,ALTA,ADV G2106,2903,132,Irrigated,117,14,59,60
2018,GRI,KS,GREELEY,ALTA,ADV G2275,2905,91,Irrigated,81,14,59,67
2018,FND,KS,FINNEY,DYNA-GRO,GX17917,2866,64,Dryland,110,15,54,54
2018,FND,KS,FINNEY,DYNA-GRO,GX17914,2865,55,Dryland,94,15,54,54
2018,FND,KS,FINNEY,DYNA-GRO,GX17210,2864,65,Dryland,112,15,53,53
2018,FND,KS,FINNEY,DEKALB,DKS33-07,2862,43,Dryland,75,16,51,51
2018,FND,KS,FINNEY,DEKALB,DKS29-07,2861,61,Dryland,104,14,54,54
2018,THI,KS,THOMAS,S&W SEED,SG11668,2911,146,Irrigated,101,15,54,69
2018,MTD,KS,MORTON,ALTA,ADV G2275,2905,94,Dryland,91,15,56,0
2018,MTD,KS,MORTON,ALTA,ADV G2106,2903,113,Dryland,110,14,56,0
2018,FND,KS,FINNEY,DYNA-GRO,GX17912,2867,63,Dryland,109,14,53,53
2018,MTD,KS,MORTON,DYNA-GRO,GX18919,2902,85,Dryland,83,11,51,0
2018,MTD,KS,MORTON,GOLDEN ACRES,2730B,2875,106,Dryland,103,14,55,0
2018,MTD,KS,MORTON,GOLDEN ACRES,2840B,2874,107,Dryland,104,15,57,0
2018,MTD,KS,MORTON,DYNA-GRO,GX16921,2873,90,Dryland,87,13,49,0
2018,RPD,KS,REPUBLIC,DEKALB,DKS33-07,2862,110,Dryland,99,15,58,0
2018,MTD,KS,MORTON,DYNA-GRO,GX17379,2872,93,Dryland,91,14,54,0
2018,RPD,KS,REPUBLIC,DEKALB,DKS47-07,2863,130,Dryland,118,16,58,0
2018,RPD,KS,REPUBLIC,DYNA-GRO,M68GB18,2868,95,Dryland,86,22,57,0
2018,RLD,KS,RILEY,S&W SEED,SG11670,2912,77,Dryland,76,14,56,0
2018,MTD,KS,MORTON,GOLDEN ACRES,2620C,2876,94,Dryland,91,12,53,0
2018,RLD,KS,RILEY,S&W SEED,SG11668,2911,101,Dryland,99,14,57,0
2018,FND,KS,FINNEY,DYNA-GRO,M68GB18,2868,72,Dryland,123,15,54,54
2018,FND,KS,FINNEY,DYNA-GRO,GX16921,2873,66,Dryland,113,16,53,53
2018,GRD,KS,GREELEY,ALTA,ADV XG602,2907,132,Dryland,98,13,52,80
2018,GRD,KS,GREELEY,ALTA,ADV XG629,2906,116,Dryland,86,13,55,67
2018,GRD,KS,GREELEY,ALTA,ADV G2275,2905,119,Dryland,88,13,56,73
2018,GRD,KS,GREELEY,ALTA,ADV G2106,2903,153,Dryland,114,13,54,70
2018,THD,KS,THOMAS,SORGHUM PARTNERS,SP 68M57,2715,103,Dryland,91,16,51,66
2018,SAD,KS,SALINE,ALTA,ADV XG602,2907,57,Dryland,79,16,56,56
2018,MTD,KS,MORTON,ALTA,ADV XG093,2908,105,Dryland,102,15,55,0
2018,GRI,KS,GREELEY,DEKALB,DKS33-07,2862,92,Irrigated,81,13,58,66
2018,FND,KS,FINNEY,DYNA-GRO,GX17948,2869,70,Dryland,120,15,53,53
2018,RPD,KS,REPUBLIC,DYNA-GRO,M69GR88,2692,105,Dryland,95,20,58,0
2018,FND,KS,FINNEY,ALTA,ADV XG629,2906,54,Dryland,93,14,53,53
2018,FND,KS,FINNEY,ALTA,ADV G2275,2905,65,Dryland,112,15,53,53
2018,FND,KS,FINNEY,ALTA,ADV G2106,2903,49,Dryland,84,16,52,52
2018,FND,KS,FINNEY,DYNA-GRO,GX18919,2902,43,Dryland,74,15,51,51
2018,FND,KS,FINNEY,MOJO,EXP-36,2887,53,Dryland,92,15,55,55
2018,FND,KS,FINNEY,GOLDEN ACRES,2620C,2876,53,Dryland,92,15,52,52
2018,FND,KS,FINNEY,GOLDEN ACRES,2730B,2875,52,Dryland,89,15,53,53
2018,FND,KS,FINNEY,GOLDEN ACRES,2840B,2874,58,Dryland,100,16,52,52
2018,FND,KS,FINNEY,ALTA,ADV XG602,2907,68,Dryland,116,15,53,53
2018,RLD,KS,RILEY,S&W SEED,SG11268,2910,114,Dryland,112,15,56,0
2018,RLD,KS,RILEY,ALTA,ADV XG093,2908,110,Dryland,108,16,58,0
2018,RLD,KS,RILEY,ALTA,ADV G2275,2905,88,Dryland,86,18,57,0
2018,MTD,KS,MORTON,DYNA-GRO,M69GB38,2871,106,Dryland,102,15,55,0
2018,MTD,KS,MORTON,DYNA-GRO,GX17962,2870,109,Dryland,106,13,56,0
2018,RPD,KS,REPUBLIC,DYNA-GRO,M60GB31,2690,124,Dryland,113,15,56,0
2018,GRD,KS,GREELEY,DEKALB,DKS28-05,2481,144,Dryland,107,13,53,63
2018,GRD,KS,GREELEY,DEKALB,DKS37-07,2277,143,Dryland,106,13,57,68
2018,LBD,KS,LABETTE,ALTA,ADV G2275,2905,77,Dryland,112,15,56,57
2018,LBD,KS,LABETTE,ALTA,ADV G2106,2903,47,Dryland,68,14,52,54
2018,LBD,KS,LABETTE,GOLDEN ACRES,2840B,2874,62,Dryland,90,14,56,55
2018,RPD,KS,REPUBLIC,DYNA-GRO,GX17912,2867,103,Dryland,94,13,56,0
2018,LBD,KS,LABETTE,DYNA-GRO,GX16921,2873,58,Dryland,85,14,54,65
2018,LBD,KS,LABETTE,DYNA-GRO,M69GB38,2871,83,Dryland,122,14,57,61
2018,LBD,KS,LABETTE,DYNA-GRO,GX17962,2870,85,Dryland,124,13,55,61
2018,LBD,KS,LABETTE,DYNA-GRO,GX17948,2869,94,Dryland,137,14,57,59
2018,LBD,KS,LABETTE,DYNA-GRO,M68GB18,2868,78,Dryland,114,15,55,60
2018,GRI,KS,GREELEY,USDA,ADLO357/R.11018,2897,106,Irrigated,94,14,59,70
2018,GRI,KS,GREELEY,USDA,A.KS116/AD5319,2901,95,Irrigated,84,14,59,67
2018,GRI,KS,GREELEY,ALTA,ADV XG016,2909,144,Irrigated,128,13,60,72
2018,GRI,KS,GREELEY,ALTA,ADV XG093,2908,111,Irrigated,99,14,59,69
2018,LBD,KS,LABETTE,DYNA-GRO,GX17379,2872,67,Dryland,98,14,54,60
2018,RPD,KS,REPUBLIC,DYNA-GRO,GX17948,2869,132,Dryland,119,20,60,0
2018,RPD,KS,REPUBLIC,DYNA-GRO,GX17962,2870,127,Dryland,115,15,59,0
2018,RPD,KS,REPUBLIC,DYNA-GRO,M69GB38,2871,129,Dryland,117,18,58,0
2018,RLD,KS,RILEY,ALTA,ADV G2106,2903,94,Dryland,92,13,56,0
2018,RLD,KS,RILEY,DYNA-GRO,GX18919,2902,80,Dryland,78,12,55,0
2018,RLD,KS,RILEY,MOJO,EXP-36,2887,35,Dryland,35,17,49,0
2018,RLD,KS,RILEY,GOLDEN ACRES,2840B,2874,109,Dryland,106,14,57,0
2018,RLD,KS,RILEY,DYNA-GRO,GX16921,2873,102,Dryland,100,15,56,0
2018,RLD,KS,RILEY,DYNA-GRO,M71GR04,2581,121,Dryland,119,15,58,0
2018,RLD,KS,RILEY,DYNA-GRO,M74GB17,2577,99,Dryland,97,16,57,0
2018,RLD,KS,RILEY,DYNA-GRO,M73GR55,2576,96,Dryland,94,15,56,0
2018,RLD,KS,RILEY,DYNA-GRO,M60GB88,2574,94,Dryland,92,13,55,0
2018,RPD,KS,REPUBLIC,ALTA,ADV XG093,2908,123,Dryland,111,17,58,0
2018,RPD,KS,REPUBLIC,ALTA,ADV G2275,2905,121,Dryland,109,23,59,0
2018,RPD,KS,REPUBLIC,ALTA,ADV G2106,2903,112,Dryland,101,15,59,0
2018,RPD,KS,REPUBLIC,DYNA-GRO,GX18919,2902,80,Dryland,72,15,57,0
2018,RPD,KS,REPUBLIC,MOJO,EXP-36,2887,34,Dryland,31,23,57,0
2018,RPD,KS,REPUBLIC,GOLDEN ACRES,2620C,2876,107,Dryland,97,14,56,0
2018,RPD,KS,REPUBLIC,GOLDEN ACRES,2730B,2875,115,Dryland,104,14,57,0
2018,RPD,KS,REPUBLIC,GOLDEN ACRES,2840B,2874,108,Dryland,98,15,60,0
2018,RPD,KS,REPUBLIC,DYNA-GRO,GX16921,2873,106,Dryland,96,20,58,0
2018,RPD,KS,REPUBLIC,DYNA-GRO,GX17379,2872,86,Dryland,78,19,57,0
2018,GRI,KS,GREELEY,ALTA,ADV G3247,2904,118,Irrigated,105,13,59,68
2018,GRD,KS,GREELEY,ALTA,ADV G1150,2755,140,Dryland,104,13,53,77
2018,FRD,KS,FRANKLIN,DYNA-GRO,GX17912,2867,88,Dryland,75,14,52,59
2018,FRD,KS,FRANKLIN,DYNA-GRO,M60GB88,2574,109,Dryland,93,14,58,61
2018,RND,KS,RENO,DYNA-GRO,M60GB88,2574,122,Dryland,98,13,58,58
2018,RND,KS,RENO,DYNA-GRO,M73GR55,2576,90,Dryland,73,15,56,56
2018,RND,KS,RENO,DYNA-GRO,M74GB17,2577,105,Dryland,84,14,55,55
2018,RND,KS,RENO,DYNA-GRO,M71GR04,2581,144,Dryland,115,14,58,58
2018,RND,KS,RENO,DEKALB,DKS53-53,2620,123,Dryland,99,15,56,56
2018,RND,KS,RENO,ALTA,AG1301,2667,113,Dryland,91,14,54,54
2018,RND,KS,RENO,DEKALB,DKS38-16,2685,132,Dryland,106,15,57,57
2018,RND,KS,RENO,DEKALB,DKS45-23,2686,157,Dryland,126,14,58,58
2018,RND,KS,RENO,ALTA,AG1201,2548,110,Dryland,88,14,54,54
2018,RND,KS,RENO,DYNA-GRO,M60GB31,2690,135,Dryland,108,14,56,56
2018,RND,KS,RENO,SORGHUM PARTNERS,SP 73B12,2714,136,Dryland,109,14,58,58
2018,SAD,KS,SALINE,ALTA,ADV G1150,2755,66,Dryland,91,16,58,58
2018,RND,KS,RENO,GOLDEN ACRES,3960B,2703,134,Dryland,107,14,56,56
2018,SAD,KS,SALINE,DEKALB,DKS47-07,2863,59,Dryland,82,15,56,56
2018,GRI,KS,GREELEY,DYNA-GRO,M60GB88,2574,92,Irrigated,82,13,57,64
2018,GRI,KS,GREELEY,DEKALB,DKS53-53,2620,140,Irrigated,124,14,59,71
2018,GRI,KS,GREELEY,ALTA,AG1301,2667,96,Irrigated,85,13,57,65
2018,GRI,KS,GREELEY,DEKALB,DKS38-16,2685,125,Irrigated,111,13,61,65
2018,RND,KS,RENO,DYNA-GRO,M69GR88,2692,129,Dryland,104,14,55,55
2018,GRI,KS,GREELEY,DEKALB,DKS45-23,2686,144,Irrigated,127,13,60,68
2018,LBD,KS,LABETTE,DYNA-GRO,GX17912,2867,57,Dryland,83,14,51,55
2018,LBD,KS,LABETTE,DEKALB,DKS33-07,2862,60,Dryland,87,14,54,56
2018,THD,KS,THOMAS,GOLDEN ACRES,2840B,2874,107,Dryland,94,16,56,65
2018,THD,KS,THOMAS,GOLDEN ACRES,2730B,2875,166,Dryland,146,15,50,63
2018,RND,KS,RENO,DYNA-GRO,M59GB57,2759,96,Dryland,77,14,53,53
2018,RND,KS,RENO,SORGHUM PARTNERS,SP7715,2756,118,Dryland,95,15,57,57
2018,RND,KS,RENO,ALTA,ADV G1150,2755,113,Dryland,91,14,54,54
2018,RND,KS,RENO,SORGHUM PARTNERS,SP 68M57,2715,112,Dryland,90,14,56,56
2018,SAD,KS,SALINE,ALTA,ADV G2275,2905,70,Dryland,97,15,57,57
2018,THI,KS,THOMAS,S&W SEED,SG11670,2912,154,Irrigated,106,15,57,66
2018,LBD,KS,LABETTE,DEKALB,DKS47-07,2863,84,Dryland,123,15,53,61
2018,LBD,KS,LABETTE,DYNA-GRO,M60GB88,2574,61,Dryland,89,13,53,57
2018,LBD,KS,LABETTE,DYNA-GRO,M74GB17,2577,52,Dryland,76,14,55,59
2018,LBD,KS,LABETTE,DYNA-GRO,M71GR04,2581,61,Dryland,90,14,56,61
2018,LBD,KS,LABETTE,DEKALB,DKS53-53,2620,94,Dryland,137,13,58,59
2018,LBD,KS,LABETTE,ALTA,AG1203,2624,61,Dryland,89,13,54,59
2018,LBD,KS,LABETTE,DEKALB,DKS38-16,2685,79,Dryland,115,14,56,59
2018,LBD,KS,LABETTE,DYNA-GRO,M60GB31,2690,50,Dryland,72,13,54,56
2018,LBD,KS,LABETTE,DYNA-GRO,M69GR88,2692,64,Dryland,93,15,54,60
2018,LBD,KS,LABETTE,GOLDEN ACRES,3960B,2703,51,Dryland,75,13,55,59
2018,LBD,KS,LABETTE,DYNA-GRO,M73GR55,2576,83,Dryland,121,15,55,66
2018,GRI,KS,GREELEY,DYNA-GRO,M60GB31,2690,97,Irrigated,86,13,58,67
2018,GRI,KS,GREELEY,GOLDEN ACRES,3960B,2703,105,Irrigated,93,13,59,66
2018,GRI,KS,GREELEY,DYNA-GRO,M59GB57,2759,97,Irrigated,86,13,58,55
2018,SAD,KS,SALINE,GOLDEN ACRES,2840B,2874,65,Dryland,91,16,56,56
2018,SAD,KS,SALINE,DYNA-GRO,GX16921,2873,56,Dryland,77,14,52,52
2018,SAD,KS,SALINE,DYNA-GRO,GX17379,2872,78,Dryland,109,15,57,57
2018,SAD,KS,SALINE,DYNA-GRO,M69GB38,2871,64,Dryland,89,15,56,56
2018,SAD,KS,SALINE,DYNA-GRO,GX17962,2870,80,Dryland,111,15,56,56
2018,RND,KS,RENO,ALTA,ADV G2275,2905,121,Dryland,97,15,58,58
2018,SAD,KS,SALINE,DYNA-GRO,GX17948,2869,66,Dryland,91,16,57,57
2018,SAD,KS,SALINE,DYNA-GRO,M68GB18,2868,57,Dryland,79,14,54,54
2018,SAD,KS,SALINE,TEXAS,ADLO357/R.LBK1,2889,59,Dryland,82,15,58,58
2018,RND,KS,RENO,DYNA-GRO,GX17210,2864,128,Dryland,103,14,55,55
2018,THD,KS,THOMAS,ALTA,ADV XG629,2906,66,Dryland,58,13,47,70
2018,GRI,KS,GREELEY,B-H GENETICS,BH 4100,2600,106,Irrigated,94,14,59,67
2018,SAD,KS,SALINE,ALTA,ADV G2106,2903,61,Dryland,84,16,57,57
2018,SAD,KS,SALINE,DYNA-GRO,GX17912,2867,68,Dryland,95,17,59,59
2018,SAD,KS,SALINE,DYNA-GRO,GX18919,2902,102,Dryland,141,17,58,58
2018,SAD,KS,SALINE,TEXAS,A.KS116/AD5319,2901,80,Dryland,110,17,59,59
2018,SAD,KS,SALINE,TEXAS,A.TX2752/AD5319,2900,56,Dryland,77,14,55,55
2018,SAD,KS,SALINE,TEXAS,A.KS116/R.13022,2899,98,Dryland,136,16,54,54
2018,RND,KS,RENO,ALTA,ADV XG602,2907,114,Dryland,92,14,55,55
2018,SAD,KS,SALINE,TEXAS,AOK11/R.LBK1,2890,60,Dryland,83,14,53,53
2018,SAD,KS,SALINE,TEXAS,A.10004.R.LBK1,2891,69,Dryland,96,15,57,57
2018,RND,KS,RENO,DEKALB,DKS33-07,2862,117,Dryland,94,14,56,56
2018,GRI,KS,GREELEY,B-H GENETICS,BH 4433C,2761,101,Irrigated,89,13,57,65
2018,THD,KS,THOMAS,GOLDEN ACRES,2620C,2876,160,Dryland,141,13,50,62
2018,THD,KS,THOMAS,B-H GENETICS,XPS 1712C,2878,88,Dryland,77,13,45,66
2018,THD,KS,THOMAS,DYNA-GRO,GX18919,2902,114,Dryland,100,13,50,60
2018,THD,KS,THOMAS,ALTA,ADV G2106,2903,101,Dryland,89,15,47,68
2018,THD,KS,THOMAS,ALTA,ADV G2275,2905,104,Dryland,91,17,52,69
2018,THD,KS,THOMAS,ALTA,ADV XG602,2907,77,Dryland,68,15,41,76
2018,SAD,KS,SALINE,TEXAS,A.TX644/R.LBK1,2892,60,Dryland,83,16,58,58
2018,SAD,KS,SALINE,TEXAS,ADLO357/R.LBK2,2893,75,Dryland,104,17,59,59
2018,SAD,KS,SALINE,TEXAS,PHA432/R/LBK2,2894,84,Dryland,116,16,58,58
2018,SAD,KS,SALINE,TEXAS,A.TX2752/R.11018,2895,70,Dryland,97,17,59,59
2018,SAD,KS,SALINE,TEXAS,PHA432/R.11018,2896,79,Dryland,109,16,59,59
2018,RND,KS,RENO,DYNA-GRO,M68GB18,2868,147,Dryland,118,15,56,56
2018,RND,KS,RENO,DYNA-GRO,GX17912,2867,120,Dryland,96,14,53,53
2018,RND,KS,RENO,DYNA-GRO,GX17917,2866,123,Dryland,99,14,55,55
2018,RND,KS,RENO,DYNA-GRO,GX17914,2865,124,Dryland,99,14,53,53
2018,RND,KS,RENO,DYNA-GRO,GX16921,2873,107,Dryland,86,14,55,55
2018,SAD,KS,SALINE,TEXAS,A.KS116/R.LBK1,2888,104,Dryland,144,15,56,56
2018,RND,KS,RENO,DEKALB,DKS47-07,2863,143,Dryland,115,14,57,57
2018,THD,KS,THOMAS,DYNA-GRO,GX17912,2867,71,Dryland,62,13,41,68
2018,THD,KS,THOMAS,DYNA-GRO,GX17917,2866,101,Dryland,89,14,50,63
2018,THD,KS,THOMAS,DYNA-GRO,GX17914,2865,104,Dryland,91,14,45,68
2018,THD,KS,THOMAS,DYNA-GRO,GX17210,2864,101,Dryland,88,16,50,69
2018,THI,KS,THOMAS,SORGHUM PARTNERS,SP31A15,2717,139,Irrigated,96,14,53,60
2018,THI,KS,THOMAS,SORGHUM PARTNERS,SP7715,2756,157,Irrigated,108,16,59,74
2018,THI,KS,THOMAS,DYNA-GRO,M59GB57,2759,121,Irrigated,84,14,55,59
2018,THI,KS,THOMAS,B-H GENETICS,BH 5677,2762,153,Irrigated,106,15,58,71
2018,THI,KS,THOMAS,DEKALB,DKS33-07,2862,140,Irrigated,97,15,58,65
2018,THI,KS,THOMAS,DYNA-GRO,GX17210,2864,146,Irrigated,101,15,56,67
2018,THI,KS,THOMAS,DYNA-GRO,GX17914,2865,154,Irrigated,106,14,57,61
2018,THI,KS,THOMAS,DYNA-GRO,GX17917,2866,119,Irrigated,83,14,55,58
2018,THI,KS,THOMAS,SORGHUM PARTNERS,SP68M57,2715,140,Irrigated,97,15,58,65
2018,THI,KS,THOMAS,DYNA-GRO,GX17912,2867,122,Irrigated,84,14,51,62
2018,THI,KS,THOMAS,GOLDEN ACRES,2840B,2874,146,Irrigated,101,16,52,63
2018,THI,KS,THOMAS,B-H GENETICS,XPS 1813,2879,164,Irrigated,113,15,58,66
2018,THI,KS,THOMAS,DYNA-GRO,GX18919,2902,110,Irrigated,76,14,55,58
2018,THI,KS,THOMAS,ALTA,ADV G2106,2903,147,Irrigated,102,15,56,64
2018,THI,KS,THOMAS,ALTA,ADV G3247,2904,152,Irrigated,105,15,59,71
2018,GRD,KS,GREELEY,DYNA-GRO,M59GB57,2759,122,Dryland,90,13,55,61
2018,THI,KS,THOMAS,ALTA,ADV G2275,2905,108,Irrigated,74,17,57,69
2018,THI,KS,THOMAS,B-H GENETICS,BH 4100,2600,165,Irrigated,114,15,60,66
2018,THI,KS,THOMAS,DYNA-GRO,GX16921,2873,148,Irrigated,102,15,56,75
2018,THI,KS,THOMAS,SORGHUM PARTNERS,SP73B12,2714,141,Irrigated,98,17,58,69
2018,THI,KS,THOMAS,GOLDEN ACRES,3960B,2703,170,Irrigated,117,15,59,66
2018,THI,KS,THOMAS,DYNA-GRO,M60GB31,2690,169,Irrigated,117,15,58,66
2018,FRD,KS,FRANKLIN,DYNA-GRO,M73GR55,2576,137,Dryland,117,16,60,71
2018,FRD,KS,FRANKLIN,DYNA-GRO,M74GB17,2577,117,Dryland,100,16,59,66
2018,FRD,KS,FRANKLIN,DYNA-GRO,GX17948,2869,135,Dryland,115,16,59,64
2018,FRD,KS,FRANKLIN,DYNA-GRO,GX17962,2870,106,Dryland,91,15,58,62
2018,FRD,KS,FRANKLIN,DYNA-GRO,M69GB38,2871,143,Dryland,122,16,60,66
2018,FRD,KS,FRANKLIN,DYNA-GRO,GX17379,2872,103,Dryland,88,16,57,68
2018,FRD,KS,FRANKLIN,DYNA-GRO,GX16921,2873,113,Dryland,97,16,58,74
2018,FRD,KS,FRANKLIN,ALTA,ADV G2106,2903,97,Dryland,83,16,52,57
2018,FRD,KS,FRANKLIN,ALTA,ADV G2275,2905,99,Dryland,85,16,59,62
2018,FRD,KS,FRANKLIN,ALTA,ADV XG093,2908,102,Dryland,88,17,59,66
2018,RLD,KS,RILEY,DEKALB,DKS53-53,2620,122,Dryland,119,16,57,0
2018,FRD,KS,FRANKLIN,DYNA-GRO,M68GB18,2868,123,Dryland,105,17,59,69
2018,GRD,KS,GREELEY,SORGHUM PARTNERS,SP 25C10,2758,103,Dryland,76,13,53,57
2018,FRD,KS,FRANKLIN,GOLDEN ACRES,2840B,2874,119,Dryland,102,16,59,60
2018,GRD,KS,GREELEY,B-H GENETICS,BH 3616,2760,101,Dryland,75,13,53,66
2018,THI,KS,THOMAS,DEKALB,DKS53-53,2620,176,Irrigated,122,16,57,74
2018,THI,KS,THOMAS,ALTA,AG1301,2667,151,Irrigated,104,15,56,67
2018,THI,KS,THOMAS,DEKALB,DKS38-16,2685,146,Irrigated,101,15,60,67
2018,THI,KS,THOMAS,DEKALB,DKS45-23,2686,140,Irrigated,97,16,57,70
2018,THI,KS,THOMAS,DYNA-GRO,M60GB88,2574,148,Irrigated,102,15,57,66
2018,THD,KS,THOMAS,DEKALB,DKS37-07,2277,143,Dryland,126,14,45,71
2018,THI,KS,THOMAS,DEKALB,DKS47-07,2863,116,Irrigated,80,18,52,71
2018,GRD,KS,GREELEY,DEKALB,DKS33-07,2862,141,Dryland,105,13,55,69
2018,FND,KS,FINNEY,DYNA-GRO,M60GB88,2574,44,Dryland,75,15,51,51
2018,FND,KS,FINNEY,ALTA,AG1201,2548,60,Dryland,103,15,54,54
2018,FND,KS,FINNEY,DEKALB,DKS38-16,2685,51,Dryland,88,14,54,54
2018,THD,KS,THOMAS,DYNA-GRO,M60GB88,2574,119,Dryland,104,13,50,67
2018,THD,KS,THOMAS,B-H GENETICS,BH 3400,2597,104,Dryland,91,13,46,58
2018,THD,KS,THOMAS,ALTA,AG1301,2667,114,Dryland,100,14,50,71
2018,THD,KS,THOMAS,DEKALB,DKS38-16,2685,120,Dryland,106,17,51,68
2018,THD,KS,THOMAS,DEKALB,DKS45-23,2686,111,Dryland,97,16,49,73
2018,FND,KS,FINNEY,ALTA,AG1301,2667,52,Dryland,90,16,51,51
2018,THD,KS,THOMAS,DYNA-GRO,M60GB31,2690,71,Dryland,63,14,46,71
2018,SAD,KS,SALINE,DEKALB,DKS33-07,2862,60,Dryland,83,15,56,56
2018,THD,KS,THOMAS,ALTA,ADV G1150,2755,101,Dryland,89,15,50,70
2018,THD,KS,THOMAS,SORGHUM PARTNERS,SP 25C10,2758,107,Dryland,94,11,46,56
2018,THD,KS,THOMAS,DYNA-GRO,M59GB57,2759,117,Dryland,103,14,50,60
2018,THD,KS,THOMAS,B-H GENETICS,BH 3616,2760,126,Dryland,111,14,53,63
2018,THD,KS,THOMAS,B-H GENETICS,BH 4433C,2761,113,Dryland,100,15,52,67
2018,THD,KS,THOMAS,DEKALB,DKS29-07,2861,148,Dryland,130,14,53,62
2018,THD,KS,THOMAS,DEKALB,DKS33-07,2862,58,Dryland,51,16,49,68
2018,THD,KS,THOMAS,SORGHUM PARTNERS,SP 31A15,2717,144,Dryland,126,12,48,62
2018,GRD,KS,GREELEY,DEKALB,DKS29-07,2861,120,Dryland,89,13,55,67
2018,FND,KS,FINNEY,DEKALB,DKS45-23,2686,78,Dryland,134,15,55,55
2018,FND,KS,FINNEY,DYNA-GRO,M60GB31,2690,60,Dryland,103,15,54,54
2018,FND,KS,FINNEY,DYNA-GRO,M59GB57,2759,65,Dryland,111,15,54,54
2018,GRD,KS,GREELEY,DYNA-GRO,GX17210,2864,136,Dryland,101,13,55,72
2018,GRD,KS,GREELEY,DYNA-GRO,GX17914,2865,149,Dryland,111,13,54,67
2018,GRD,KS,GREELEY,DYNA-GRO,GX17917,2866,130,Dryland,96,13,54,60
2018,GRD,KS,GREELEY,DYNA-GRO,GX17912,2867,153,Dryland,114,13,51,66
2018,GRD,KS,GREELEY,GOLDEN ACRES,2840B,2874,138,Dryland,102,13,59,67
2018,GRD,KS,GREELEY,GOLDEN ACRES,2730B,2875,148,Dryland,110,13,54,67
2018,GRD,KS,GREELEY,B-H GENETICS,XPS 1712C,2878,138,Dryland,102,13,51,66
2018,GRD,KS,GREELEY,B-H GENETICS,XPS 1813,2879,140,Dryland,104,13,56,68
2018,GRD,KS,GREELEY,MOJO,EXP-36,2887,61,Dryland,46,13,50,76
2018,GRD,KS,GREELEY,DYNA-GRO,GX18919,2902,121,Dryland,89,13,53,58
2018,FND,KS,FINNEY,DEKALB,DKS37-07,2277,54,Dryland,92,15,52,52
2018,GRD,KS,GREELEY,GOLDEN ACRES,2620C,2876,143,Dryland,106,13,51,66
2018,FND,KS,FINNEY,GOLDEN ACRES,H-390W,2525,65,Dryland,111,15,54,54
2018,FND,KS,FINNEY,ALTA,ADV G1150,2755,50,Dryland,86,15,53,53
2018,FND,KS,FINNEY,SORGHUM PARTNERS,SP 31A15,2717,50,Dryland,85,14,52,52
2018,FND,KS,FINNEY,DEKALB,DKS28-05,2481,52,Dryland,89,15,53,53
2018,FND,KS,FINNEY,SORGHUM PARTNERS,SP 68M57,2715,71,Dryland,122,15,55,55
2018,FND,KS,FINNEY,DYNA-GRO,M69GR88,2692,58,Dryland,100,15,53,53
2018,FND,KS,FINNEY,SORGHUM PARTNERS,SP 25C10,2758,55,Dryland,95,14,52,52
2018,THD,KS,THOMAS,DEKALB,DKS28-05,2481,143,Dryland,125,14,49,64
2019,THI,KS,THOMAS,KSU,MN05,3012,113,Irrigated,109,14,54,61
2019,MTD,KS,MORTON,ADVANTA,ADV XG224,2986,90,Dryland,91,13,61,61
2019,GRD,KS,GREELEY,GAYLAND WARD SEED,18274,3003,115,Dryland,99,13,59,68
2019,GRI,KS,GREELEY,DYNA-GRO,M60GB88,2574,85,Irrigated,88,85,55,65
2019,LBD,KS,LABETTE,ADVANTA,ADV XG255,2982,103,Dryland,113,15,51,60
2019,GRD,KS,GREELEY,GAYLAND WARD SEED,19024,3010,112,Dryland,97,12,58,67
2019,LBD,KS,LABETTE,ADVANTA,ADV XG9127,2984,86,Dryland,95,15,54,54
2019,RLD,KS,RILEY,DYNA-GRO,M62GB77,2966,110,Dryland,90,14,61,61
2019,RLD,KS,RILEY,ALTA,ADV XG093,2908,123,Dryland,99,14,62,62
2019,RLD,KS,RILEY,ALTA,ADV G2275,2905,125,Dryland,101,13,62,62
2019,RLD,KS,RILEY,ALTA,ADV G3247,2904,134,Dryland,109,13,62,62
2019,RLD,KS,RILEY,ALTA,ADV G2106,2903,110,Dryland,89,13,61,61
2019,GRD,KS,GREELEY,GAYLAND WARD SEED,18273,3002,106,Dryland,91,13,56,70
2019,RLD,KS,RILEY,GOLDEN ACRES,2620C,2876,95,Dryland,77,11,60,60
2019,RLD,KS,RILEY,GOLDEN ACRES,2840B,2874,131,Dryland,106,12,62,62
